Step,AdamW_weight_decay_0.0001 - nuc_by_fro_norm_value/avg,AdamW_weight_decay_0.0001 - nuc_by_fro_norm_value/avg__MIN,AdamW_weight_decay_0.0001 - nuc_by_fro_norm_value/avg__MAX,AdamW_weight_decay_0.0005 - nuc_by_fro_norm_value/avg,AdamW_weight_decay_0.0005 - nuc_by_fro_norm_value/avg__MIN,AdamW_weight_decay_0.0005 - nuc_by_fro_norm_value/avg__MAX,AdamW_weight_decay_0.001 - nuc_by_fro_norm_value/avg,AdamW_weight_decay_0.001 - nuc_by_fro_norm_value/avg__MIN,AdamW_weight_decay_0.001 - nuc_by_fro_norm_value/avg__MAX,AdamW_weight_decay_0.005 - nuc_by_fro_norm_value/avg,AdamW_weight_decay_0.005 - nuc_by_fro_norm_value/avg__MIN,AdamW_weight_decay_0.005 - nuc_by_fro_norm_value/avg__MAX,AdamW_weight_decay_0.01 - nuc_by_fro_norm_value/avg,AdamW_weight_decay_0.01 - nuc_by_fro_norm_value/avg__MIN,AdamW_weight_decay_0.01 - nuc_by_fro_norm_value/avg__MAX,AdamW_weight_decay_0.05 - nuc_by_fro_norm_value/avg,AdamW_weight_decay_0.05 - nuc_by_fro_norm_value/avg__MIN,AdamW_weight_decay_0.05 - nuc_by_fro_norm_value/avg__MAX,AdamW_weight_decay_0.1 - nuc_by_fro_norm_value/avg,AdamW_weight_decay_0.1 - nuc_by_fro_norm_value/avg__MIN,AdamW_weight_decay_0.1 - nuc_by_fro_norm_value/avg__MAX,AdamW_weight_decay_0.5 - nuc_by_fro_norm_value/avg,AdamW_weight_decay_0.5 - nuc_by_fro_norm_value/avg__MIN,AdamW_weight_decay_0.5 - nuc_by_fro_norm_value/avg__MAX
45,3.3122637271881100,3.3122637271881100,3.3122637271881100,3.287501811981200,3.287501811981200,3.287501811981200,2.839718818664550,2.839718818664550,2.839718818664550,3.167423725128170,3.167423725128170,3.167423725128170,3.1816768646240200,3.1816768646240200,3.1816768646240200,3.0310184955596900,3.0310184955596900,3.0310184955596900,2.48640513420105,2.48640513420105,2.48640513420105,1.2538636922836300,1.2538636922836300,1.2538636922836300
46,3.313983917236330,3.313983917236330,3.313983917236330,3.312084913253780,3.312084913253780,3.312084913253780,2.8476996421814000,2.8476996421814000,2.8476996421814000,3.1859171390533400,3.1859171390533400,3.1859171390533400,3.2036550045013400,3.2036550045013400,3.2036550045013400,3.0223045349121100,3.0223045349121100,3.0223045349121100,2.4968645572662400,2.4968645572662400,2.4968645572662400,1.2536524534225500,1.2536524534225500,1.2536524534225500
47,3.3539962768554700,3.3539962768554700,3.3539962768554700,3.314586639404300,3.314586639404300,3.314586639404300,2.858875274658200,2.858875274658200,2.858875274658200,3.1784250736236600,3.1784250736236600,3.1784250736236600,3.2299492359161400,3.2299492359161400,3.2299492359161400,3.0458574295043900,3.0458574295043900,3.0458574295043900,2.494966983795170,2.494966983795170,2.494966983795170,1.2578203678131100,1.2578203678131100,1.2578203678131100
48,3.3698134422302200,3.3698134422302200,3.3698134422302200,3.3122947216033900,3.3122947216033900,3.3122947216033900,2.880887508392330,2.880887508392330,2.880887508392330,3.2002358436584500,3.2002358436584500,3.2002358436584500,3.253046989440920,3.253046989440920,3.253046989440920,3.043245792388920,3.043245792388920,3.043245792388920,2.4780797958374000,2.4780797958374000,2.4780797958374000,1.2538105249404900,1.2538105249404900,1.2538105249404900
49,3.3611390590667700,3.3611390590667700,3.3611390590667700,3.3489465713501000,3.3489465713501000,3.3489465713501000,2.9000654220581100,2.9000654220581100,2.9000654220581100,3.201235294342040,3.201235294342040,3.201235294342040,3.256685256958010,3.256685256958010,3.256685256958010,3.038301944732670,3.038301944732670,3.038301944732670,2.4728317260742200,2.4728317260742200,2.4728317260742200,1.2529977560043300,1.2529977560043300,1.2529977560043300
50,3.3669657707214400,3.3669657707214400,3.3669657707214400,3.34309983253479,3.34309983253479,3.34309983253479,2.9211370944976800,2.9211370944976800,2.9211370944976800,3.2249810695648200,3.2249810695648200,3.2249810695648200,3.286792516708370,3.286792516708370,3.286792516708370,3.0280189514160200,3.0280189514160200,3.0280189514160200,2.465601682662960,2.465601682662960,2.465601682662960,1.2494354248046900,1.2494354248046900,1.2494354248046900
51,3.382836103439330,3.382836103439330,3.382836103439330,3.348893404006960,3.348893404006960,3.348893404006960,2.9263131618499800,2.9263131618499800,2.9263131618499800,3.246299982070920,3.246299982070920,3.246299982070920,3.293671131134030,3.293671131134030,3.293671131134030,3.0401694774627700,3.0401694774627700,3.0401694774627700,2.4736196994781500,2.4736196994781500,2.4736196994781500,1.2493613958358800,1.2493613958358800,1.2493613958358800
52,3.392176628112790,3.392176628112790,3.392176628112790,3.3467044830322300,3.3467044830322300,3.3467044830322300,2.9410409927368200,2.9410409927368200,2.9410409927368200,3.2656500339508100,3.2656500339508100,3.2656500339508100,3.33530592918396,3.33530592918396,3.33530592918396,3.0244078636169400,3.0244078636169400,3.0244078636169400,2.4653377532959000,2.4653377532959000,2.4653377532959000,1.2436435222625700,1.2436435222625700,1.2436435222625700
53,3.4001452922821000,3.4001452922821000,3.4001452922821000,3.3548500537872300,3.3548500537872300,3.3548500537872300,2.9583053588867200,2.9583053588867200,2.9583053588867200,3.276305913925170,3.276305913925170,3.276305913925170,3.339522123336790,3.339522123336790,3.339522123336790,3.0345513820648200,3.0345513820648200,3.0345513820648200,2.453880786895750,2.453880786895750,2.453880786895750,1.23809015750885,1.23809015750885,1.23809015750885
54,3.400484323501590,3.400484323501590,3.400484323501590,3.364750623703000,3.364750623703000,3.364750623703000,2.9888923168182400,2.9888923168182400,2.9888923168182400,3.3013203144073500,3.3013203144073500,3.3013203144073500,3.358649969100950,3.358649969100950,3.358649969100950,3.0381410121917700,3.0381410121917700,3.0381410121917700,2.457987070083620,2.457987070083620,2.457987070083620,1.2380788326263400,1.2380788326263400,1.2380788326263400
55,3.415045976638790,3.415045976638790,3.415045976638790,3.3834877014160200,3.3834877014160200,3.3834877014160200,3.012371778488160,3.012371778488160,3.012371778488160,3.323513984680180,3.323513984680180,3.323513984680180,3.372952938079830,3.372952938079830,3.372952938079830,3.0465054512023900,3.0465054512023900,3.0465054512023900,2.4563260078430200,2.4563260078430200,2.4563260078430200,1.2368429899215700,1.2368429899215700,1.2368429899215700
56,3.4411613941192600,3.4411613941192600,3.4411613941192600,3.4048752784729000,3.4048752784729000,3.4048752784729000,3.031841278076170,3.031841278076170,3.031841278076170,3.3248887062072800,3.3248887062072800,3.3248887062072800,3.388183116912840,3.388183116912840,3.388183116912840,3.0292091369628900,3.0292091369628900,3.0292091369628900,2.4498579502105700,2.4498579502105700,2.4498579502105700,1.2368918657302900,1.2368918657302900,1.2368918657302900
57,3.450765609741210,3.450765609741210,3.450765609741210,3.4171791076660200,3.4171791076660200,3.4171791076660200,3.0378565788269000,3.0378565788269000,3.0378565788269000,3.3449888229370100,3.3449888229370100,3.3449888229370100,3.386880874633790,3.386880874633790,3.386880874633790,3.017256736755370,3.017256736755370,3.017256736755370,2.43424391746521,2.43424391746521,2.43424391746521,1.2331236600875900,1.2331236600875900,1.2331236600875900
58,3.4778106212616000,3.4778106212616000,3.4778106212616000,3.427690029144290,3.427690029144290,3.427690029144290,3.063852071762090,3.063852071762090,3.063852071762090,3.3570799827575700,3.3570799827575700,3.3570799827575700,3.3874294757843000,3.3874294757843000,3.3874294757843000,3.0328354835510300,3.0328354835510300,3.0328354835510300,2.4385597705841100,2.4385597705841100,2.4385597705841100,1.2335593700408900,1.2335593700408900,1.2335593700408900
59,3.4903054237365700,3.4903054237365700,3.4903054237365700,3.446659564971920,3.446659564971920,3.446659564971920,3.0648858547210700,3.0648858547210700,3.0648858547210700,3.368335485458370,3.368335485458370,3.368335485458370,3.4048995971679700,3.4048995971679700,3.4048995971679700,3.042039632797240,3.042039632797240,3.042039632797240,2.4269068241119400,2.4269068241119400,2.4269068241119400,1.2344284057617200,1.2344284057617200,1.2344284057617200
60,3.512561082839970,3.512561082839970,3.512561082839970,3.436525821685790,3.436525821685790,3.436525821685790,3.08538556098938,3.08538556098938,3.08538556098938,3.3771097660064700,3.3771097660064700,3.3771097660064700,3.4120278358459500,3.4120278358459500,3.4120278358459500,3.0405972003936800,3.0405972003936800,3.0405972003936800,2.428934097290040,2.428934097290040,2.428934097290040,1.2336405515670800,1.2336405515670800,1.2336405515670800
61,3.517535448074340,3.517535448074340,3.517535448074340,3.462212324142460,3.462212324142460,3.462212324142460,3.1071856021881100,3.1071856021881100,3.1071856021881100,3.3757145404815700,3.3757145404815700,3.3757145404815700,3.402647018432620,3.402647018432620,3.402647018432620,3.0453603267669700,3.0453603267669700,3.0453603267669700,2.442906618118290,2.442906618118290,2.442906618118290,1.2313183546066300,1.2313183546066300,1.2313183546066300
62,3.547150135040280,3.547150135040280,3.547150135040280,3.4588613510131800,3.4588613510131800,3.4588613510131800,3.1202547550201400,3.1202547550201400,3.1202547550201400,3.392927408218380,3.392927408218380,3.392927408218380,3.409313201904300,3.409313201904300,3.409313201904300,3.044482707977300,3.044482707977300,3.044482707977300,2.4401535987854000,2.4401535987854000,2.4401535987854000,1.2340261936187700,1.2340261936187700,1.2340261936187700
63,3.54044246673584,3.54044246673584,3.54044246673584,3.467068672180180,3.467068672180180,3.467068672180180,3.140404462814330,3.140404462814330,3.140404462814330,3.394435405731200,3.394435405731200,3.394435405731200,3.421602249145510,3.421602249145510,3.421602249145510,3.0378987789154100,3.0378987789154100,3.0378987789154100,2.4336555004119900,2.4336555004119900,2.4336555004119900,1.2335821390152000,1.2335821390152000,1.2335821390152000
64,3.5500690937042200,3.5500690937042200,3.5500690937042200,3.474353790283200,3.474353790283200,3.474353790283200,3.1474618911743200,3.1474618911743200,3.1474618911743200,3.3984858989715600,3.3984858989715600,3.3984858989715600,3.423093557357790,3.423093557357790,3.423093557357790,3.042668581008910,3.042668581008910,3.042668581008910,2.3789784908294700,2.3789784908294700,2.3789784908294700,1.230381965637210,1.230381965637210,1.230381965637210
65,3.5695278644561800,3.5695278644561800,3.5695278644561800,3.494046688079830,3.494046688079830,3.494046688079830,3.164426803588870,3.164426803588870,3.164426803588870,3.4181272983551000,3.4181272983551000,3.4181272983551000,3.424098491668700,3.424098491668700,3.424098491668700,3.0355224609375,3.0355224609375,3.0355224609375,2.284299373626710,2.284299373626710,2.284299373626710,1.2302380800247200,1.2302380800247200,1.2302380800247200
66,3.5736896991729700,3.5736896991729700,3.5736896991729700,3.4909300804138200,3.4909300804138200,3.4909300804138200,3.169342517852780,3.169342517852780,3.169342517852780,3.4294753074646000,3.4294753074646000,3.4294753074646000,3.438509225845340,3.438509225845340,3.438509225845340,3.030237913131710,3.030237913131710,3.030237913131710,2.2895731925964400,2.2895731925964400,2.2895731925964400,1.23159921169281,1.23159921169281,1.23159921169281
67,3.5687103271484400,3.5687103271484400,3.5687103271484400,3.490891456604000,3.490891456604000,3.490891456604000,3.188035488128660,3.188035488128660,3.188035488128660,3.432544708251950,3.432544708251950,3.432544708251950,3.4493472576141400,3.4493472576141400,3.4493472576141400,3.037410259246830,3.037410259246830,3.037410259246830,2.322920083999630,2.322920083999630,2.322920083999630,1.2300183773040800,1.2300183773040800,1.2300183773040800
68,3.5883097648620600,3.5883097648620600,3.5883097648620600,3.5016751289367700,3.5016751289367700,3.5016751289367700,3.204711675643920,3.204711675643920,3.204711675643920,3.4485254287719700,3.4485254287719700,3.4485254287719700,3.4455838203430200,3.4455838203430200,3.4455838203430200,3.035114288330080,3.035114288330080,3.035114288330080,2.338709831237790,2.338709831237790,2.338709831237790,1.2334057092666600,1.2334057092666600,1.2334057092666600
69,3.590001106262210,3.590001106262210,3.590001106262210,3.5075771808624300,3.5075771808624300,3.5075771808624300,3.220620632171630,3.220620632171630,3.220620632171630,3.4690282344818100,3.4690282344818100,3.4690282344818100,3.448850393295290,3.448850393295290,3.448850393295290,3.031240940093990,3.031240940093990,3.031240940093990,2.3504648208618200,2.3504648208618200,2.3504648208618200,1.2290964126586900,1.2290964126586900,1.2290964126586900
70,3.599479913711550,3.599479913711550,3.599479913711550,3.5241987705230700,3.5241987705230700,3.5241987705230700,3.234189033508300,3.234189033508300,3.234189033508300,3.4797351360321000,3.4797351360321000,3.4797351360321000,3.4558498859405500,3.4558498859405500,3.4558498859405500,3.037243127822880,3.037243127822880,3.037243127822880,2.3106322288513200,2.3106322288513200,2.3106322288513200,1.231352686882020,1.231352686882020,1.231352686882020
71,3.6103882789611800,3.6103882789611800,3.6103882789611800,3.5275259017944300,3.5275259017944300,3.5275259017944300,3.24672269821167,3.24672269821167,3.24672269821167,3.492555856704710,3.492555856704710,3.492555856704710,3.466491460800170,3.466491460800170,3.466491460800170,3.034972906112670,3.034972906112670,3.034972906112670,2.33455491065979,2.33455491065979,2.33455491065979,1.229227066040040,1.229227066040040,1.229227066040040
72,3.6165294647216800,3.6165294647216800,3.6165294647216800,3.536341905593870,3.536341905593870,3.536341905593870,3.261904001235960,3.261904001235960,3.261904001235960,3.498847723007200,3.498847723007200,3.498847723007200,3.4645285606384300,3.4645285606384300,3.4645285606384300,3.0307233333587600,3.0307233333587600,3.0307233333587600,2.349388599395750,2.349388599395750,2.349388599395750,1.2302852869033800,1.2302852869033800,1.2302852869033800
73,3.6275696754455600,3.6275696754455600,3.6275696754455600,3.54408597946167,3.54408597946167,3.54408597946167,3.277435779571530,3.277435779571530,3.277435779571530,3.504713296890260,3.504713296890260,3.504713296890260,3.472005605697630,3.472005605697630,3.472005605697630,3.0297937393188500,3.0297937393188500,3.0297937393188500,2.3594212532043500,2.3594212532043500,2.3594212532043500,1.2286176681518600,1.2286176681518600,1.2286176681518600
74,3.63393235206604,3.63393235206604,3.63393235206604,3.53810715675354,3.53810715675354,3.53810715675354,3.287395477294920,3.287395477294920,3.287395477294920,3.5097408294677700,3.5097408294677700,3.5097408294677700,3.4777705669403100,3.4777705669403100,3.4777705669403100,3.031447410583500,3.031447410583500,3.031447410583500,2.364772081375120,2.364772081375120,2.364772081375120,1.226432204246520,1.226432204246520,1.226432204246520
75,3.6431312561035200,3.6431312561035200,3.6431312561035200,3.542675256729130,3.542675256729130,3.542675256729130,3.29683780670166,3.29683780670166,3.29683780670166,3.526859760284420,3.526859760284420,3.526859760284420,3.4775495529174800,3.4775495529174800,3.4775495529174800,3.036454439163210,3.036454439163210,3.036454439163210,2.358959913253780,2.358959913253780,2.358959913253780,1.2250431776046800,1.2250431776046800,1.2250431776046800
76,3.6576199531555200,3.6576199531555200,3.6576199531555200,3.55415415763855,3.55415415763855,3.55415415763855,3.310296058654790,3.310296058654790,3.310296058654790,3.5303523540496800,3.5303523540496800,3.5303523540496800,3.479114055633550,3.479114055633550,3.479114055633550,3.012023448944090,3.012023448944090,3.012023448944090,2.363449811935430,2.363449811935430,2.363449811935430,1.222501277923580,1.222501277923580,1.222501277923580
77,3.6581976413726800,3.6581976413726800,3.6581976413726800,3.5655605792999300,3.5655605792999300,3.5655605792999300,3.3198821544647200,3.3198821544647200,3.3198821544647200,3.545360565185550,3.545360565185550,3.545360565185550,3.4816970825195300,3.4816970825195300,3.4816970825195300,3.0192978382110600,3.0192978382110600,3.0192978382110600,2.3625073432922400,2.3625073432922400,2.3625073432922400,1.2228842973709100,1.2228842973709100,1.2228842973709100
78,3.6654767990112300,3.6654767990112300,3.6654767990112300,3.5750157833099400,3.5750157833099400,3.5750157833099400,3.3247106075286900,3.3247106075286900,3.3247106075286900,3.5543699264526400,3.5543699264526400,3.5543699264526400,3.484375238418580,3.484375238418580,3.484375238418580,3.0271570682525600,3.0271570682525600,3.0271570682525600,2.3617067337036100,2.3617067337036100,2.3617067337036100,1.2206772565841700,1.2206772565841700,1.2206772565841700
79,3.6709883213043200,3.6709883213043200,3.6709883213043200,3.580629348754880,3.580629348754880,3.580629348754880,3.3350508213043200,3.3350508213043200,3.3350508213043200,3.5686426162719700,3.5686426162719700,3.5686426162719700,3.4964852333068800,3.4964852333068800,3.4964852333068800,3.022189140319820,3.022189140319820,3.022189140319820,2.3587050437927200,2.3587050437927200,2.3587050437927200,1.2174752950668300,1.2174752950668300,1.2174752950668300
80,3.6797900199890100,3.6797900199890100,3.6797900199890100,3.5933172702789300,3.5933172702789300,3.5933172702789300,3.3498523235321000,3.3498523235321000,3.3498523235321000,3.582301139831540,3.582301139831540,3.582301139831540,3.493992567062380,3.493992567062380,3.493992567062380,3.0190839767456100,3.0190839767456100,3.0190839767456100,2.3618149757385300,2.3618149757385300,2.3618149757385300,1.2176783084869400,1.2176783084869400,1.2176783084869400
81,3.6826210021972700,3.6826210021972700,3.6826210021972700,3.5995538234710700,3.5995538234710700,3.5995538234710700,3.36582612991333,3.36582612991333,3.36582612991333,3.590761423110960,3.590761423110960,3.590761423110960,3.4990906715393100,3.4990906715393100,3.4990906715393100,3.0220346450805700,3.0220346450805700,3.0220346450805700,2.358192205429080,2.358192205429080,2.358192205429080,1.2190321683883700,1.2190321683883700,1.2190321683883700
82,3.693925142288210,3.693925142288210,3.693925142288210,3.6053738594055200,3.6053738594055200,3.6053738594055200,3.371551752090450,3.371551752090450,3.371551752090450,3.5995185375213600,3.5995185375213600,3.5995185375213600,3.506255626678470,3.506255626678470,3.506255626678470,3.0267183780670200,3.0267183780670200,3.0267183780670200,2.360875368118290,2.360875368118290,2.360875368118290,1.216269850730900,1.216269850730900,1.216269850730900
83,3.6998119354248000,3.6998119354248000,3.6998119354248000,3.6058826446533200,3.6058826446533200,3.6058826446533200,3.3777401447296100,3.3777401447296100,3.3777401447296100,3.6043121814727800,3.6043121814727800,3.6043121814727800,3.5071258544921900,3.5071258544921900,3.5071258544921900,3.0316781997680700,3.0316781997680700,3.0316781997680700,2.361203670501710,2.361203670501710,2.361203670501710,1.2170711755752600,1.2170711755752600,1.2170711755752600
84,3.7003250122070300,3.7003250122070300,3.7003250122070300,3.607882499694820,3.607882499694820,3.607882499694820,3.389939308166500,3.389939308166500,3.389939308166500,3.6088647842407200,3.6088647842407200,3.6088647842407200,3.509568929672240,3.509568929672240,3.509568929672240,3.02915096282959,3.02915096282959,3.02915096282959,2.355177879333500,2.355177879333500,2.355177879333500,1.215718388557430,1.215718388557430,1.215718388557430
85,3.7068817615509000,3.7068817615509000,3.7068817615509000,3.6117379665374800,3.6117379665374800,3.6117379665374800,3.3969345092773400,3.3969345092773400,3.3969345092773400,3.6115105152130100,3.6115105152130100,3.6115105152130100,3.5111052989959700,3.5111052989959700,3.5111052989959700,3.031602621078490,3.031602621078490,3.031602621078490,2.357221841812130,2.357221841812130,2.357221841812130,1.2139276266098000,1.2139276266098000,1.2139276266098000
86,3.715764045715330,3.715764045715330,3.715764045715330,3.6093051433563200,3.6093051433563200,3.6093051433563200,3.4014079570770300,3.4014079570770300,3.4014079570770300,3.617781639099120,3.617781639099120,3.617781639099120,3.51347279548645,3.51347279548645,3.51347279548645,3.036675453186040,3.036675453186040,3.036675453186040,2.354578733444210,2.354578733444210,2.354578733444210,1.2134755849838300,1.2134755849838300,1.2134755849838300
87,3.7208240032196000,3.7208240032196000,3.7208240032196000,3.6077418327331500,3.6077418327331500,3.6077418327331500,3.411094903945920,3.411094903945920,3.411094903945920,3.619551181793210,3.619551181793210,3.619551181793210,3.524890899658200,3.524890899658200,3.524890899658200,3.038663625717160,3.038663625717160,3.038663625717160,2.3576762676239000,2.3576762676239000,2.3576762676239000,1.2128294706344600,1.2128294706344600,1.2128294706344600
88,3.7240617275238000,3.7240617275238000,3.7240617275238000,3.6109185218811000,3.6109185218811000,3.6109185218811000,3.416414737701420,3.416414737701420,3.416414737701420,3.6214206218719500,3.6214206218719500,3.6214206218719500,3.5281856060028100,3.5281856060028100,3.5281856060028100,3.037811756134030,3.037811756134030,3.037811756134030,2.358945608139040,2.358945608139040,2.358945608139040,1.2127032279968300,1.2127032279968300,1.2127032279968300
89,3.726996660232540,3.726996660232540,3.726996660232540,3.6064765453338600,3.6064765453338600,3.6064765453338600,3.4188807010650600,3.4188807010650600,3.4188807010650600,3.6265482902526900,3.6265482902526900,3.6265482902526900,3.5332443714141800,3.5332443714141800,3.5332443714141800,3.0375864505767800,3.0375864505767800,3.0375864505767800,2.357231616973880,2.357231616973880,2.357231616973880,1.2120476961135900,1.2120476961135900,1.2120476961135900
90,3.733792781829830,3.733792781829830,3.733792781829830,3.607562780380250,3.607562780380250,3.607562780380250,3.4251532554626500,3.4251532554626500,3.4251532554626500,3.634450912475590,3.634450912475590,3.634450912475590,3.538341760635380,3.538341760635380,3.538341760635380,3.040905475616460,3.040905475616460,3.040905475616460,2.356201410293580,2.356201410293580,2.356201410293580,1.211246132850650,1.211246132850650,1.211246132850650
91,3.737778902053830,3.737778902053830,3.737778902053830,3.610503673553470,3.610503673553470,3.610503673553470,3.428276300430300,3.428276300430300,3.428276300430300,3.6375668048858600,3.6375668048858600,3.6375668048858600,3.536280870437620,3.536280870437620,3.536280870437620,3.0435352325439500,3.0435352325439500,3.0435352325439500,2.355320692062380,2.355320692062380,2.355320692062380,1.2127000093460100,1.2127000093460100,1.2127000093460100
92,3.7386739253997800,3.7386739253997800,3.7386739253997800,3.611907958984380,3.611907958984380,3.611907958984380,3.433612823486330,3.433612823486330,3.433612823486330,3.6436843872070300,3.6436843872070300,3.6436843872070300,3.5387182235717800,3.5387182235717800,3.5387182235717800,3.040820598602300,3.040820598602300,3.040820598602300,2.35113787651062,2.35113787651062,2.35113787651062,1.211195468902590,1.211195468902590,1.211195468902590
93,3.746037244796750,3.746037244796750,3.746037244796750,3.6128993034362800,3.6128993034362800,3.6128993034362800,3.4352731704711900,3.4352731704711900,3.4352731704711900,3.648932695388790,3.648932695388790,3.648932695388790,3.538217782974240,3.538217782974240,3.538217782974240,3.042969226837160,3.042969226837160,3.042969226837160,2.3526535034179700,2.3526535034179700,2.3526535034179700,1.2118613719940200,1.2118613719940200,1.2118613719940200
94,3.749113082885740,3.749113082885740,3.749113082885740,3.621135950088500,3.621135950088500,3.621135950088500,3.4408600330352800,3.4408600330352800,3.4408600330352800,3.653109073638920,3.653109073638920,3.653109073638920,3.539422035217290,3.539422035217290,3.539422035217290,3.0421814918518100,3.0421814918518100,3.0421814918518100,2.354065418243410,2.354065418243410,2.354065418243410,1.2109835147857700,1.2109835147857700,1.2109835147857700
95,3.750239849090580,3.750239849090580,3.750239849090580,3.623030662536620,3.623030662536620,3.623030662536620,3.4435875415802,3.4435875415802,3.4435875415802,3.6566004753112800,3.6566004753112800,3.6566004753112800,3.540374517440800,3.540374517440800,3.540374517440800,3.042843818664550,3.042843818664550,3.042843818664550,2.3546042442321800,2.3546042442321800,2.3546042442321800,1.2105342149734500,1.2105342149734500,1.2105342149734500
96,3.7515523433685300,3.7515523433685300,3.7515523433685300,3.6267712116241500,3.6267712116241500,3.6267712116241500,3.448768138885500,3.448768138885500,3.448768138885500,3.6615350246429400,3.6615350246429400,3.6615350246429400,3.5417234897613500,3.5417234897613500,3.5417234897613500,3.044349431991580,3.044349431991580,3.044349431991580,2.3495280742645300,2.3495280742645300,2.3495280742645300,1.2103078365325900,1.2103078365325900,1.2103078365325900
97,3.754579544067380,3.754579544067380,3.754579544067380,3.6296379566192600,3.6296379566192600,3.6296379566192600,3.4521396160125700,3.4521396160125700,3.4521396160125700,3.664755344390870,3.664755344390870,3.664755344390870,3.544471502304080,3.544471502304080,3.544471502304080,3.046175956726070,3.046175956726070,3.046175956726070,2.3514041900634800,2.3514041900634800,2.3514041900634800,1.2101960182189900,1.2101960182189900,1.2101960182189900
98,3.7553253173828100,3.7553253173828100,3.7553253173828100,3.629852294921880,3.629852294921880,3.629852294921880,3.4552860260009800,3.4552860260009800,3.4552860260009800,3.667832136154180,3.667832136154180,3.667832136154180,3.543275833129880,3.543275833129880,3.543275833129880,3.048053741455080,3.048053741455080,3.048053741455080,2.3499436378479000,2.3499436378479000,2.3499436378479000,1.2099627256393400,1.2099627256393400,1.2099627256393400
99,3.7551958560943600,3.7551958560943600,3.7551958560943600,3.6309213638305700,3.6309213638305700,3.6309213638305700,3.4577550888061500,3.4577550888061500,3.4577550888061500,3.6689672470092800,3.6689672470092800,3.6689672470092800,3.546363592147830,3.546363592147830,3.546363592147830,3.0489137172699000,3.0489137172699000,3.0489137172699000,2.349691867828370,2.349691867828370,2.349691867828370,1.2093563079834000,1.2093563079834000,1.2093563079834000
100,3.755971908569340,3.755971908569340,3.755971908569340,3.631974935531620,3.631974935531620,3.631974935531620,3.4595298767089800,3.4595298767089800,3.4595298767089800,3.6707727909088100,3.6707727909088100,3.6707727909088100,3.5483477115631100,3.5483477115631100,3.5483477115631100,3.0495307445526100,3.0495307445526100,3.0495307445526100,2.3485605716705300,2.3485605716705300,2.3485605716705300,1.2095409631729100,1.2095409631729100,1.2095409631729100
101,3.7590198516845700,3.7590198516845700,3.7590198516845700,3.6341874599456800,3.6341874599456800,3.6341874599456800,3.4597256183624300,3.4597256183624300,3.4597256183624300,3.6738436222076400,3.6738436222076400,3.6738436222076400,3.5492782592773400,3.5492782592773400,3.5492782592773400,3.0513038635253900,3.0513038635253900,3.0513038635253900,2.347601890563970,2.347601890563970,2.347601890563970,1.2094817161560100,1.2094817161560100,1.2094817161560100
102,3.759650707244870,3.759650707244870,3.759650707244870,3.636775016784670,3.636775016784670,3.636775016784670,3.4622883796691900,3.4622883796691900,3.4622883796691900,3.674811840057370,3.674811840057370,3.674811840057370,3.5499155521392800,3.5499155521392800,3.5499155521392800,3.051154851913450,3.051154851913450,3.051154851913450,2.3476710319519000,2.3476710319519000,2.3476710319519000,1.209276795387270,1.209276795387270,1.209276795387270
103,3.7612075805664100,3.7612075805664100,3.7612075805664100,3.6394600868225100,3.6394600868225100,3.6394600868225100,3.463765859603880,3.463765859603880,3.463765859603880,3.677309274673460,3.677309274673460,3.677309274673460,3.5504114627838100,3.5504114627838100,3.5504114627838100,3.0517001152038600,3.0517001152038600,3.0517001152038600,2.3486592769622800,2.3486592769622800,2.3486592769622800,1.2100077867507900,1.2100077867507900,1.2100077867507900
104,3.7626640796661400,3.7626640796661400,3.7626640796661400,3.641092300415040,3.641092300415040,3.641092300415040,3.4648597240448,3.4648597240448,3.4648597240448,3.68070387840271,3.68070387840271,3.68070387840271,3.5515029430389400,3.5515029430389400,3.5515029430389400,3.053952932357790,3.053952932357790,3.053952932357790,2.3493213653564500,2.3493213653564500,2.3493213653564500,1.2096741199493400,1.2096741199493400,1.2096741199493400
105,3.7630553245544400,3.7630553245544400,3.7630553245544400,3.642301321029660,3.642301321029660,3.642301321029660,3.465653419494630,3.465653419494630,3.465653419494630,3.6807267665863000,3.6807267665863000,3.6807267665863000,3.552014112472530,3.552014112472530,3.552014112472530,3.0542473793029800,3.0542473793029800,3.0542473793029800,2.348612070083620,2.348612070083620,2.348612070083620,1.2095762491226200,1.2095762491226200,1.2095762491226200
106,3.7633821964263900,3.7633821964263900,3.7633821964263900,3.6425747871398900,3.6425747871398900,3.6425747871398900,3.4680116176605200,3.4680116176605200,3.4680116176605200,3.681666135787960,3.681666135787960,3.681666135787960,3.5527284145355200,3.5527284145355200,3.5527284145355200,3.0551154613494900,3.0551154613494900,3.0551154613494900,2.3482871055603000,2.3482871055603000,2.3482871055603000,1.2095394134521500,1.2095394134521500,1.2095394134521500
107,3.764512300491330,3.764512300491330,3.764512300491330,3.6436996459960900,3.6436996459960900,3.6436996459960900,3.4692397117614700,3.4692397117614700,3.4692397117614700,3.6836884021759000,3.6836884021759000,3.6836884021759000,3.554098129272460,3.554098129272460,3.554098129272460,3.0555665493011500,3.0555665493011500,3.0555665493011500,2.3490190505981400,2.3490190505981400,2.3490190505981400,1.2095990180969200,1.2095990180969200,1.2095990180969200
